Station,Year,Month,Day,date,station,year,month,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),StationType,StationName,geometry
Macritchie Reservoir,2020,6,17,2020-06-17,S07,2020,6,28.4,7.8,12.8,20.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,18,2020-06-18,S07,2020,6,2,1.4,1.4,1.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,19,2020-06-19,S07,2020,6,3,1,1.8,2.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,20,2020-06-20,S07,2020,6,27,10.4,11.8,12.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,21,2020-06-21,S07,2020,6,14.2,8,8.6,9,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,22,2020-06-22,S07,2020,6,2.4,1.2,1.2,1.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,23,2020-06-23,S07,2020,6,53.6,29.8,39.2,43.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,24,2020-06-24,S07,2020,6,33.4,19.6,28,31.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,25,2020-06-25,S07,2020,6,0,0,0,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,26,2020-06-26,S07,2020,6,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,27,2020-06-27,S07,2020,6,1.6,1.4,1.4,1.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,28,2020-06-28,S07,2020,6,6.4,6.4,6.4,6.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,29,2020-06-29,S07,2020,6,3.4,3,3.2,3.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,6,30,2020-06-30,S07,2020,6,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,1,2020-07-01,S07,2020,7,8.8,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,2,2020-07-02,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,3,2020-07-03,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,4,2020-07-04,S07,2020,7,2.6,2.2,2.6,2.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,5,2020-07-05,S07,2020,7,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,6,2020-07-06,S07,2020,7,3.2,1.8,1.8,1.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,7,2020-07-07,S07,2020,7,0.2,0.2,0.8,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,8,2020-07-08,S07,2020,7,9.8,6.6,7.2,7.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,9,2020-07-09,S07,2020,7,6.8,3,3.2,3.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,10,2020-07-10,S07,2020,7,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,11,2020-07-11,S07,2020,7,1,0.6,0.8,0.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,12,2020-07-12,S07,2020,7,5,4.8,5,5,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,13,2020-07-13,S07,2020,7,28.6,11.4,21,25.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,14,2020-07-14,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,15,2020-07-15,S07,2020,7,0.6,0.6,0.6,0.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,16,2020-07-16,S07,2020,7,0,0.3,0.3,0.3,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,17,2020-07-17,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,18,2020-07-18,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,19,2020-07-19,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,20,2020-07-20,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,21,2020-07-21,S07,2020,7,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,22,2020-07-22,S07,2020,7,47,27.4,42,46.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,23,2020-07-23,S07,2020,7,2.8,1.2,2.2,2.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,24,2020-07-24,S07,2020,7,3.2,3,3.2,3.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,25,2020-07-25,S07,2020,7,1,0.6,0.6,0.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,26,2020-07-26,S07,2020,7,9,3.6,5.4,5.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,27,2020-07-27,S07,2020,7,38.6,15.2,16,20,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,28,2020-07-28,S07,2020,7,1.4,1.2,1.2,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,29,2020-07-29,S07,2020,7,11.4,6.4,6.8,7.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,30,2020-07-30,S07,2020,7,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,7,31,2020-07-31,S07,2020,7,3.2,3.2,3.2,3.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,1,2020-08-01,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,2,2020-08-02,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,3,2020-08-03,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,4,2020-08-04,S07,2020,8,5.4,5.4,5.4,5.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,5,2020-08-05,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,6,2020-08-06,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,7,2020-08-07,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,8,2020-08-08,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,9,2020-08-09,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,10,2020-08-10,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,11,2020-08-11,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,12,2020-08-12,S07,2020,8,5.2,4,5,5.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,13,2020-08-13,S07,2020,8,72.2,38.2,54.2,67.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,14,2020-08-14,S07,2020,8,57.6,35.6,50.8,55.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,15,2020-08-15,S07,2020,8,0.6,0.6,0.6,0.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,16,2020-08-16,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,17,2020-08-17,S07,2020,8,23.4,11.8,14.2,20.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,18,2020-08-18,S07,2020,8,1.6,0.8,0.8,0.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,19,2020-08-19,S07,2020,8,1,0.6,1,1,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,20,2020-08-20,S07,2020,8,1.6,1.4,1.4,1.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,21,2020-08-21,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,22,2020-08-22,S07,2020,8,1,0.4,0.6,0.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,23,2020-08-23,S07,2020,8,17,5.2,5.4,10.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,24,2020-08-24,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,25,2020-08-25,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,26,2020-08-26,S07,2020,8,1.4,0.8,1.2,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,27,2020-08-27,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,28,2020-08-28,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,29,2020-08-29,S07,2020,8,2.2,1.4,1.8,1.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,30,2020-08-30,S07,2020,8,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,8,31,2020-08-31,S07,2020,8,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,1,2020-09-01,S07,2020,9,1.6,1.2,1.2,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,2,2020-09-02,S07,2020,9,0.6,0.4,0.4,0.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,3,2020-09-03,S07,2020,9,35.4,16,17.8,17.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,4,2020-09-04,S07,2020,9,1,0.4,0.8,1,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,5,2020-09-05,S07,2020,9,25.2,5.6,9,13.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,6,2020-09-06,S07,2020,9,11.4,8,10.6,11.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,7,2020-09-07,S07,2020,9,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,8,2020-09-08,S07,2020,9,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,9,2020-09-09,S07,2020,9,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,10,2020-09-10,S07,2020,9,4.6,2.8,3.6,4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,11,2020-09-11,S07,2020,9,16.2,8.6,12.8,13,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,12,2020-09-12,S07,2020,9,6.8,1.8,2.4,3.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,13,2020-09-13,S07,2020,9,36.2,18.8,27.6,30.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,14,2020-09-14,S07,2020,9,11.6,9.4,10.4,11.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,15,2020-09-15,S07,2020,9,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,16,2020-09-16,S07,2020,9,35.2,14.8,23.8,32,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,17,2020-09-17,S07,2020,9,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,18,2020-09-18,S07,2020,9,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,19,2020-09-19,S07,2020,9,9.4,7.2,7.2,7.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,20,2020-09-20,S07,2020,9,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,21,2020-09-21,S07,2020,9,4.2,0.6,1,1.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,22,2020-09-22,S07,2020,9,0,0,0,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,23,2020-09-23,S07,2020,9,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,24,2020-09-24,S07,2020,9,6.2,4.4,6.2,6.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,25,2020-09-25,S07,2020,9,24.8,14,15,24.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,26,2020-09-26,S07,2020,9,39.8,14,21.4,32.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,27,2020-09-27,S07,2020,9,9,6.2,8,9.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,28,2020-09-28,S07,2020,9,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,29,2020-09-29,S07,2020,9,2.8,2.2,2.4,2.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,9,30,2020-09-30,S07,2020,9,7.6,7,7.2,7.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,1,2020-10-01,S07,2020,10,4,2.2,2.2,2.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,2,2020-10-02,S07,2020,10,8.6,8.2,8.6,8.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,3,2020-10-03,S07,2020,10,5.8,10.4,12.6,14,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,4,2020-10-04,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,5,2020-10-05,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,6,2020-10-06,S07,2020,10,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,7,2020-10-07,S07,2020,10,2.4,1.6,1.6,2.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,8,2020-10-08,S07,2020,10,9.6,2.6,3.6,5.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,9,2020-10-09,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,10,2020-10-10,S07,2020,10,4.4,3.6,4,4.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,11,2020-10-11,S07,2020,10,1.6,0.6,1,1.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,12,2020-10-12,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,13,2020-10-13,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,14,2020-10-14,S07,2020,10,5,4.8,4.8,4.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,15,2020-10-15,S07,2020,10,3.6,3.4,3.6,3.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,16,2020-10-16,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,17,2020-10-17,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,18,2020-10-18,S07,2020,10,4.4,4.2,4.4,4.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,19,2020-10-19,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,20,2020-10-20,S07,2020,10,14.2,13.6,14,14.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,21,2020-10-21,S07,2020,10,1.4,0.8,1.2,1.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,22,2020-10-22,S07,2020,10,11.4,3.4,5.8,8.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,23,2020-10-23,S07,2020,10,7.4,7.2,7.4,7.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,24,2020-10-24,S07,2020,10,1.6,1.4,1.4,1.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,25,2020-10-25,S07,2020,10,9,2.8,5.2,7.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,26,2020-10-26,S07,2020,10,9,7,7.4,8.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,27,2020-10-27,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,28,2020-10-28,S07,2020,10,10.8,6.2,7.4,9.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,29,2020-10-29,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,30,2020-10-30,S07,2020,10,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,10,31,2020-10-31,S07,2020,10,32.8,19.8,22.2,22.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,1,2020-11-01,S07,2020,11,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,2,2020-11-02,S07,2020,11,48,27,30.8,32.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,3,2020-11-03,S07,2020,11,5.8,5.2,5.2,5.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,4,2020-11-04,S07,2020,11,26.8,15,17.8,20.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,5,2020-11-05,S07,2020,11,0.2,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,6,2020-11-06,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,7,2020-11-07,S07,2020,11,50.8,24,34.6,46.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,8,2020-11-08,S07,2020,11,16.2,13.4,14.6,16,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,9,2020-11-09,S07,2020,11,0.6,0.6,0.6,0.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,10,2020-11-10,S07,2020,11,20.2,19.6,20.2,20.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,11,2020-11-11,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,12,2020-11-12,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,13,2020-11-13,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,14,2020-11-14,S07,2020,11,6,6,6,6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,15,2020-11-15,S07,2020,11,25.8,8.2,10,11.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,16,2020-11-16,S07,2020,11,9.6,2.6,4.6,7.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,17,2020-11-17,S07,2020,11,2,1.4,2,2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,18,2020-11-18,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,19,2020-11-19,S07,2020,11,3.4,2.6,3.4,3.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,20,2020-11-20,S07,2020,11,0.4,0.2,0.2,0.2,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,21,2020-11-21,S07,2020,11,12.2,6.4,8,9.6,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,22,2020-11-22,S07,2020,11,86,53.2,75,80,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,23,2020-11-23,S07,2020,11,8.6,3.4,5.8,6.8,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,24,2020-11-24,S07,2020,11,0.4,0.2,0.2,0.4,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,25,2020-11-25,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,26,2020-11-26,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,27,2020-11-27,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
Macritchie Reservoir,2020,11,28,2020-11-28,S07,2020,11,0,0,0,0,Rainfall,Macritchie Reservoir,"c(28064.7058632286, 35994.942926266)"
